Dataset,GHO,PUBLISHSTATE,YEAR,REGION,WORLDBANKINCOMEGROUP,COUNTRY,Display,Numeric,Low,High,Comments
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_LMI,AZE,232,,,,
CYCU,WHS3_43,PUBLISHED,2010,AFR,,TZA,0,0,,,
CYCU,WHS3_43,PUBLISHED,2011,AFR,,STP,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2009,AMR,WB_HI,USA,3,,,,
CYCU,WHS3_48,PUBLISHED,2009,SEAR,,BGD,63873,,,,
CYCU,WHS3_41,PUBLISHED,2009,EUR,WB_LMI,ARM,1,,,,
CYCU,WHS3_50,PUBLISHED,2011,WPR,,SGP,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2011,AFR,,BDI,2.00,2,,,
CYCU,WHS3_57,PUBLISHED,2010,EUR,,GEO,59,59,,,
CYCU,WHS3_62,PUBLISHED,2010,EMR,,BHR,0,0,,,
CYCU,WHS3_45,PUBLISHED,2011,EMR,WB_LMI,EGY,649,649,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_LMI,BOL,141,141,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,ERI,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,GRC,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_HI,NOR,274,274,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,SEAR,WB_LMI,BTN,1311,1311,,,
CYCU,WHS3_62,PUBLISHED,2010,WPR,,COK,0,0,,,
CYCU,WHS3_57,PUBLISHED,2011,AMR,,PRY,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2010,EMR,,ARE,0,0,,,
CYCU,WHS3_57,PUBLISHED,2009,WPR,WB_LI,VNM,1573,,,,
CYCU,WHS3_41,PUBLISHED,2009,AFR,WB_LI,ZWE,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,AMR,,PER,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,ETH,75,75,,,
CYCU,WHS3_42,PUBLISHED,2009,EUR,WB_UMI,MNE,0,,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_HI,AUT,0,0,,,
CYCU,WHS3_62,PUBLISHED,2010,EMR,,AFG,1989,1989,,,
CYCU,WHS3_62,PUBLISHED,2009,WPR,WB_LMI,WSM,0,,,,
CYCU,WHS3_45,PUBLISHED,2011,WPR,WB_LMI,PHL,1818,1818,,,
CYCU,WHS3_48,PUBLISHED,2011,AMR,,ECU,1233,,,,
CYCU,WHS3_41,PUBLISHED,2009,AFR,WB_UMI,DZA,0,,,,
CYCU,WHS3_43,PUBLISHED,2011,EMR,,AFG,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2009,EMR,WB_HI,BHR,0,,,,
CYCU,WHS3_46,PUBLISHED,2009,AFR,WB_LI,ETH,50,,,,
CYCU,WHS3_42,PUBLISHED,2011,SEAR,,LKA,30.00,30,,,
CYCU,WHS3_48,PUBLISHED,2011,WPR,,VUT,4820,,,,
CYCU,WHS3_62,PUBLISHED,2011,WPR,,KOR,42.00,42,,,
CYCU,WHS3_43,PUBLISHED,2009,WPR,,NIU,0,,,,
CYCU,WHS3_42,PUBLISHED,2009,EUR,WB_HI,ISL,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,WPR,WB_HI,NZL,298,298,,,
CYCU,WHS3_57,PUBLISHED,2010,AFR,,MDG,157,157,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,ISL,0,0,,,
CYCU,WHS3_55,PUBLISHED,2009,AFR,WB_LI,GNB,0,,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,DEU,4.00,4,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,SWZ,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_HI,NLD,0,,,,
CYCU,WHS3_41,PUBLISHED,2009,EMR,WB_LMI,EGY,0,,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,BEN,82,82,,,
CYCU,WHS3_53,PUBLISHED,2009,AFR,WB_LI,ERI,1585,,,,
CYCU,WHS3_50,PUBLISHED,2009,EUR,WB_UMI,POL,0,,,,
CYCU,WHS3_48,PUBLISHED,2009,WPR,,SLB,33002,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AFR,WB_LI,TCD,10505,10505,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_UMI,LCA,8,8,,,
CYCU,WHS3_57,PUBLISHED,2010,WPR,,AUS,42,42,,,
CYCU,WHS3_43,PUBLISHED,2009,WPR,WB_HI,KOR,42,,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,ESP,302,302,,,
CYCU,WHS3_43,PUBLISHED,2010,SEAR,,MMR,0,0,,,
CYCU,WHS3_41,PUBLISHED,2010,EUR,,DEU,8,8,,,
CYCU,WHS3_53,PUBLISHED,2009,WPR,WB_LMI,SLB,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,WPR,WB_HI,SGP,1641,1641,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,WPR,,NRU,4,4,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AMR,WB_HI,TTO,272,272,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AFR,WB_UMI,MUS,115,115,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AMR,WB_UMI,CUB,712,712,,,
CYCU,WHS3_45,PUBLISHED,2010,AFR,WB_LI,MDG,1520,1520,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_UMI,TUR,0,0,,,
CYCU,WHS3_41,PUBLISHED,2009,EMR,WB_LMI,PAK,34,,,,
CYCU,WHS3_41,PUBLISHED,2009,EUR,WB_HI,CZE,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EMR,WB_HI,BHR,225,225,,,
CYCU,WHS3_56,PUBLISHED,2011,AFR,,MDG,43.00,43,,,
CYCU,WHS3_42,PUBLISHED,2009,SEAR,WB_LMI,TLS,3,,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,CZE,1068,1068,,,
CYCU,WHS3_50,PUBLISHED,2011,AMR,,COL,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2010,AFR,,MLI,64,64,,,
CYCU,WHS3_57,PUBLISHED,2011,AMR,,BLZ,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2009,AMR,WB_HI,USA,0,,,,
CYCU,WHS3_62,PUBLISHED,2010,AMR,,URY,0,0,,,
CYCU,WHS3_41,PUBLISHED,2011,AMR,,COL,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2010,AFR,,BDI,0,0,,,
CYCU,WHS3_47,PUBLISHED,2012,AFR,,CMR,542.00,542,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_LI,HTI,0,,,,
CYCU,WHS3_56,PUBLISHED,2010,WPR,,PLW,0,0,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,MKD,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,DEU,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2011,AFR,,AGO,75.00,75,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,NAM,79.00,79,,,
CYCU,WHS3_53,PUBLISHED,2011,AFR,,DZA,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2009,AFR,WB_UMI,BWA,1,,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,SMR,2,2,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,AZE,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2011,EMR,,MAR,1,,,,
CYCU,WHS3_45,PUBLISHED,2011,AFR,WB_LI,ETH,5280,5280,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,BWA,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2010,AMR,,PAN,0,0,,,
CYCU,WHS3_50,PUBLISHED,2010,SEAR,,IDN,0,0,,,
CYCU,WHS3_55,PUBLISHED,2009,SEAR,WB_LMI,MDV,0,,,,
CYCU,WHS3_43,PUBLISHED,2011,EUR,,ISR,2345.00,2345,,,
CYCU,WHS3_40,PUBLISHED,2009,AFR,WB_LMI,SWZ,19,,,,
CYCU,WHS3_55,PUBLISHED,2009,AFR,WB_LI,BDI,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AMR,WB_HI,USA,11545,11545,,,
CYCU,WHS3_53,PUBLISHED,2011,AMR,,ARG,5481.00,5481,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,ITA,530,530,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EMR,,SSD,7217,7217,,,
CYCU,WHS3_48,PUBLISHED,2010,AMR,,BOL,13769,,,,
CYCU,WHS3_56,PUBLISHED,2011,EMR,,PAK,505.00,505,,,
CYCU,WHS3_45,PUBLISHED,2011,AFR,WB_LI,GMB,30,30,,,
CYCU,WHS3_41,PUBLISHED,2011,WPR,,NRU,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2011,WPR,,VNM,186.00,186,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EMR,WB_LMI,SDN,19348,19348,,,
CYCU,WHS3_45,PUBLISHED,2011,WPR,WB_LMI,MHL,116,116,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_UMI,ARG,0,0,,,
CYCU,WHS3_41,PUBLISHED,2010,EUR,,MDA,0,0,,,
CYCU,WHS3_53,PUBLISHED,2009,AFR,WB_LI,ZWE,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AFR,WB_LI,BFA,5286,5286,,,
CYCU,WHS3_41,PUBLISHED,2010,WPR,,SGP,0,0,,,
CYCU,WHS3_45,PUBLISHED,2010,WPR,WB_LI,KHM,262,262,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AFR,WB_LI,RWA,6703,6703,,,
CYCU,WHS3_45,PUBLISHED,2009,AFR,WB_LI,COD,5062,5062,,,
CYCU,WHS3_56,PUBLISHED,2011,EUR,,ESP,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2011,WPR,,JPN,111.00,111,,,
CYCU,WHS3_46,PUBLISHED,2010,WPR,,COK,0,0,,,
CYCU,WHS3_56,PUBLISHED,2010,AMR,,BRA,6,6,,,
CYCU,WHS3_49,PUBLISHED,2010,EUR,WB_LI,TJK,458,,,,
CYCU,WHS3_53,PUBLISHED,2010,WPR,,FJI,0,0,,,
CYCU,WHS3_40,PUBLISHED,2009,WPR,WB_LMI,PNG,1957,,,,
CYCU,WHS3_50,PUBLISHED,2011,AMR,,DMA,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2010,WPR,WB_LMI,PHL,2041,2041,,,
CYCU,WHS3_50,PUBLISHED,2010,AMR,,SLV,0,0,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,TGO,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2010,EUR,,ALB,0,0,,,
CYCU,WHS3_48,PUBLISHED,2010,AFR,,AGO,1682870,,,,
CYCU,WHS3_56,PUBLISHED,2011,AMR,,BRA,6.00,6,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,TJK,0,0,,,
CYCU,WHS3_56,PUBLISHED,2009,WPR,WB_LMI,VUT,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,WPR,,MHL,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,NGA,8491,8491,,,
CYCU,WHS3_46,PUBLISHED,2010,EUR,,ISR,0,0,,,
CYCU,WHS3_49,PUBLISHED,2011,EMR,WB_LMI,DJI,0,0,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,GBR,1.00,1,,,
CYCU,WHS3_57,PUBLISHED,2011,WPR,,JPN,369.00,369,,,
CYCU,WHS3_48,PUBLISHED,2011,AFR,,MDG,224498,,,,
CYCU,WHS3_55,PUBLISHED,2009,AFR,WB_UMI,SYC,0,,,,
CYCU,WHS3_55,PUBLISHED,2011,AMR,,DOM,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2010,EUR,,MDA,2,2,,,
CYCU,WHS3_50,PUBLISHED,2011,WPR,,BRN,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2010,WPR,,PNG,4949,4949,,,
CYCU,WHS3_46,PUBLISHED,2009,AMR,WB_UMI,COL,40,,,,
CYCU,WHS3_62,PUBLISHED,2011,SEAR,,THA,3066.00,3066,,,
CYCU,WHS3_56,PUBLISHED,2009,WPR,WB_HI,SGP,0,,,,
CYCU,WHS3_57,PUBLISHED,2010,AMR,,DMA,0,0,,,
CYCU,WHS3_45,PUBLISHED,2010,EUR,WB_UMI,BIH,0,0,,,
CYCU,WHS3_41,PUBLISHED,2009,WPR,WB_LMI,SLB,0,,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,RWA,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,TUR,1734.00,1734,,,
CYCU,WHS3_41,PUBLISHED,2011,WPR,,PNG,0.00,0,,,
CYCU,WHS3_47,PUBLISHED,2012,AFR,,CAF,266.00,266,,,
CYCU,WHS3_46,PUBLISHED,2011,AMR,,ARG,1.00,1,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_UMI,CHL,692,,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_LI,HTI,4,,,,
CYCU,WHS3_41,PUBLISHED,2011,SEAR,,MMR,7.00,7,,,
CYCU,WHS3_57,PUBLISHED,2009,AFR,WB_LI,LBR,30,,,,
CYCU,WHS3_56,PUBLISHED,2010,AMR,,KNA,0,0,,,
CYCU,WHS3_57,PUBLISHED,2011,AMR,,LCA,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2011,EUR,,IRL,229.00,229,,,
CYCU,WHS3_53,PUBLISHED,2009,EMR,WB_UMI,LBN,135,,,,
CYCU,WHS3_40,PUBLISHED,2011,EMR,,PAK,527.00,527,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_UMI,PER,0,0,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_UMI,MEX,0,0,,,
CYCU,WHS3_41,PUBLISHED,2009,EUR,WB_UMI,TUR,0,,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,LUX,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2010,EMR,,YEM,4685,4685,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,SWZ,1,1,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,AZE,125,125,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,CYP,0,0,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,PRT,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_LI,UZB,16883,16883,,,
CYCU,WHS3_43,PUBLISHED,2011,EMR,,JOR,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2009,EUR,WB_HI,AUT,0,,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_UMI,LTU,0,,,,
CYCU,WHS3_56,PUBLISHED,2009,AFR,WB_LI,ERI,0,,,,
CYCU,WHS3_48,PUBLISHED,2010,EMR,,OMN,24,,,,
CYCU,WHS3_46,PUBLISHED,2010,WPR,,MHL,0,0,,,
CYCU,WHS3_56,PUBLISHED,2010,EMR,,SDN,260,260,,,
CYCU,WHS3_56,PUBLISHED,2009,EUR,WB_HI,CHE,0,,,,
CYCU,WHS3_49,PUBLISHED,2010,AFR,WB_LI,NER,3,,,,
CYCU,WHS3_50,PUBLISHED,2011,AMR,,GTM,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2010,EMR,WB_LMI,SYR,1,1,,,
CYCU,WHS3_48,PUBLISHED,2011,AFR,,GNQ,22466,,,,
CYCU,WHS3_46,PUBLISHED,2010,AMR,,ATG,0,0,,,
CYCU,WHS3_43,PUBLISHED,2009,EUR,WB_HI,CHE,3700,,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,LUX,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2010,EUR,,MLT,0,0,,,
CYCU,WHS3_45,PUBLISHED,2009,WPR,WB_HI,KOR,5,5,,,
CYCU,WHS3_50,PUBLISHED,2010,AFR,,CIV,49,49,,,
CYCU,WHS3_57,PUBLISHED,2009,AMR,WB_UMI,VCT,0,,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,UZB,117,117,,,
CYCU,WHS3_49,PUBLISHED,2011,AFR,WB_LI,BFA,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_HI,MLT,22,22,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,KAZ,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2009,EUR,WB_HI,ITA,106,,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,SVK,2.00,2,,,
CYCU,WHS3_46,PUBLISHED,2011,WPR,,MYS,11.00,11,,,
CYCU,WHS3_46,PUBLISHED,2009,WPR,WB_HI,BRN,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AFR,WB_UMI,DZA,21429,21429,,,
CYCU,WHS3_55,PUBLISHED,2011,AMR,,MEX,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2009,EMR,WB_LI,YEM,5243,,,,
CYCU,WHS3_42,PUBLISHED,2009,WPR,WB_LMI,MNG,0,,,,
CYCU,WHS3_56,PUBLISHED,2009,AFR,WB_UMI,MUS,0,,,,
CYCU,WHS3_43,PUBLISHED,2011,AMR,,PER,56.00,56,,,
CYCU,WHS3_53,PUBLISHED,2009,SEAR,WB_LI,PRK,18,,,,
CYCU,WHS3_55,PUBLISHED,2011,SEAR,,MDV,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2010,EUR,,HRV,1,1,,,
CYCU,WHS3_53,PUBLISHED,2010,AFR,,SWZ,7602,7602,,,
CYCU,WHS3_41,PUBLISHED,2010,EMR,,IRN,106,106,,,
CYCU,WHS3_41,PUBLISHED,2010,EMR,,LBN,0,0,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,RUS,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2010,EUR,,SWE,1,1,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,BWA,0,0,,,
CYCU,WHS3_46,PUBLISHED,2010,AMR,,SUR,1,1,,,
CYCU,WHS3_57,PUBLISHED,2011,AFR,,TCD,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_HI,TTO,26,26,,,
CYCU,WHS3_56,PUBLISHED,2009,SEAR,WB_LMI,BTN,0,,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,SMR,1.00,1,,,
CYCU,WHS3_46,PUBLISHED,2011,EUR,,BIH,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2010,WPR,WB_LMI,PNG,281,281,,,
CYCU,WHS3_55,PUBLISHED,2011,WPR,,KHM,9.00,9,,,
CYCU,WHS3_57,PUBLISHED,2010,AMR,,COL,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AFR,WB_LMI,STP,78,78,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,TJK,0,0,,,
CYCU,WHS3_46,PUBLISHED,2010,WPR,,NZL,6,6,,,
CYCU,WHS3_42,PUBLISHED,2009,WPR,WB_LMI,MHL,0,,,,
CYCU,WHS3_40,PUBLISHED,2011,AFR,,NER,2324.00,2324,,,
CYCU,WHS3_40,PUBLISHED,2009,AFR,WB_LI,KEN,11425,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AFR,WB_LI,SEN,11022,11022,,,
CYCU,WHS3_41,PUBLISHED,2010,AFR,,NER,0,0,,,
CYCU,WHS3_45,PUBLISHED,2009,AFR,WB_LI,MRT,34,34,,,
CYCU,WHS3_50,PUBLISHED,2010,AMR,,PRY,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AFR,WB_LI,BEN,3756,3756,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_HI,HRV,0,,,,
CYCU,WHS3_62,PUBLISHED,2011,EMR,,DJI,49.00,49,,,
CYCU,WHS3_50,PUBLISHED,2010,AMR,,URY,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AFR,WB_LMI,CIV,22476,22476,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EUR,WB_UMI,BGR,2683,2683,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_HI,GBR,0,0,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,MDA,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2011,EUR,,BIH,0.00,0,,,
CYCU,WHS3_49,PUBLISHED,2012,AMR,,DOM,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_HI,NOR,12,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AFR,WB_UMI,GAB,3073,3073,,,
CYCU,WHS3_46,PUBLISHED,2009,AFR,WB_LI,NER,157,,,,
CYCU,WHS3_53,PUBLISHED,2010,AMR,,SUR,0,0,,,
CYCU,WHS3_62,PUBLISHED,2009,AMR,WB_UMI,CUB,0,,,,
CYCU,WHS3_47,PUBLISHED,2010,AFR,WB_LI,MLI,452,,,,
CYCU,WHS3_46,PUBLISHED,2011,AMR,,BRB,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_UMI,MKD,384,384,,,
CYCU,WHS3_55,PUBLISHED,2009,WPR,,COK,0,,,,
CYCU,WHS3_46,PUBLISHED,2010,WPR,,SGP,0,0,,,
CYCU,WHS3_51,PUBLISHED,2012,EMR,,DJI,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2010,AFR,,GHA,1071637,,,,
CYCU,WHS3_41,PUBLISHED,2010,AMR,,ARG,0,0,,,
CYCU,WHS3_43,PUBLISHED,2011,AMR,,ATG,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AMR,WB_HI,CAN,1505,1505,,,
CYCU,WHS3_46,PUBLISHED,2011,AMR,,USA,37.00,37,,,
CYCU,WHS3_57,PUBLISHED,2009,EUR,WB_HI,CZE,6,,,,
CYCU,WHS3_49,PUBLISHED,2012,AFR,,LBR,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2010,AMR,,BRA,32,32,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_UMI,BRA,1037,,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AMR,WB_HI,BRB,6,6,,,
CYCU,WHS3_46,PUBLISHED,2010,EUR,,ROU,9,9,,,
CYCU,WHS3_41,PUBLISHED,2011,WPR,,JPN,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AMR,WB_LMI,GTM,3322,3322,,,
CYCU,WHS3_48,PUBLISHED,2011,AMR,,NIC,925,,,,
CYCU,WHS3_50,PUBLISHED,2009,EUR,WB_UMI,BGR,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,ALB,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2010,WPR,,TON,0,0,,,
CYCU,WHS3_41,PUBLISHED,2011,AFR,,BDI,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2009,WPR,,LAO,14674,,,,
CYCU,WHS3_56,PUBLISHED,2010,EUR,,MLT,0,0,,,
CYCU,WHS3_49,PUBLISHED,2011,EMR,WB_HI,BHR,0,0,,,
CYCU,WHS3_56,PUBLISHED,2011,WPR,,VUT,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2010,WPR,,NZL,14,14,,,
CYCU,WHS3_53,PUBLISHED,2010,AMR,,HTI,0,0,,,
CYCU,WHS3_41,PUBLISHED,2011,AMR,,SUR,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2010,AFR,,BFA,0,0,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,POL,1,1,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,SWZ,313,313,,,
CYCU,WHS3_43,PUBLISHED,2010,EUR,,GBR,518,518,,,
CYCU,WHS3_57,PUBLISHED,2010,AMR,,GRD,0,0,,,
CYCU,WHS3_45,PUBLISHED,2011,AFR,WB_UMI,NAM,6,6,,,
CYCU,WHS3_49,PUBLISHED,2011,WPR,WB_LMI,CHN,21,21,,,
CYCU,WHS3_56,PUBLISHED,2009,EMR,WB_LMI,JOR,0,,,,
CYCU,WHS3_42,PUBLISHED,2009,EUR,WB_HI,EST,0,,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_LMI,MDA,0,,,,
CYCU,WHS3_53,PUBLISHED,2011,AMR,,VCT,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2011,AMR,,JAM,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,TKM,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2010,EMR,,YEM,0,0,,,
CYCU,WHS3_55,PUBLISHED,2009,AMR,WB_HI,BHS,0,,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,CHE,9.00,9,,,
CYCU,WHS3_46,PUBLISHED,2010,EUR,,BLR,2,2,,,
CYCU,WHS3_41,PUBLISHED,2009,EMR,WB_LMI,SYR,0,,,,
CYCU,WHS3_48,PUBLISHED,2011,EMR,,SDN,506806,,,,
CYCU,WHS3_43,PUBLISHED,2011,WPR,,MYS,248.00,248,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,BIH,31.00,31,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_UMI,MEX,0,,,,
CYCU,WHS3_55,PUBLISHED,2011,WPR,,BRN,0.00,0,,,
CYCU,WHS3_40,PUBLISHED,2009,AFR,WB_LI,ZMB,4712,,,,
CYCU,WHS3_46,PUBLISHED,2009,EUR,WB_HI,ESP,7,,,,
CYCU,WHS3_43,PUBLISHED,2009,EMR,WB_LMI,IRQ,5471,,,,
CYCU,WHS3_56,PUBLISHED,2011,WPR,,COK,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2009,EUR,WB_HI,SVK,0,,,,
CYCU,WHS3_50,PUBLISHED,2010,AFR,,KEN,0,0,,,
CYCU,WHS3_50,PUBLISHED,2010,AMR,,DOM,0,0,,,
CYCU,WHS3_47,PUBLISHED,2009,AFR,WB_LI,BFA,4723,,,,
CYCU,WHS3_48,PUBLISHED,2010,WPR,,CHN,4990,,,,
CYCU,WHS3_45,PUBLISHED,2009,WPR,WB_LI,LAO,101,101,,,
CYCU,WHS3_55,PUBLISHED,2010,AMR,,JAM,0,0,,,
CYCU,WHS3_46,PUBLISHED,2010,EUR,,CYP,0,0,,,
CYCU,WHS3_41,PUBLISHED,2010,WPR,,PLW,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_UMI,TUR,15879,15879,,,
CYCU,WHS3_41,PUBLISHED,2010,AMR,,VEN,0,0,,,
CYCU,WHS3_41,PUBLISHED,2010,SEAR,,MDV,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EMR,WB_HI,KWT,672,672,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,CHE,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2009,WPR,WB_LMI,PHL,2,,,,
CYCU,WHS3_56,PUBLISHED,2010,AMR,,ARG,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AMR,WB_UMI,PAN,1496,1496,,,
CYCU,WHS3_42,PUBLISHED,2010,EUR,,FIN,0,0,,,
CYCU,WHS3_48,PUBLISHED,2011,WPR,,KOR,774,,,,
CYCU,WHS3_45,PUBLISHED,2010,WPR,WB_LMI,VUT,3,3,,,
CYCU,WHS3_41,PUBLISHED,2010,AFR,,MUS,0,0,,,
CYCU,WHS3_41,PUBLISHED,2010,EUR,,GRC,0,0,,,
