Dataset,GHO,PUBLISHSTATE,YEAR,REGION,WORLDBANKINCOMEGROUP,COUNTRY,Display,Numeric,Low,High,Comments
CYCU,TB_tot_newrel,PUBLISHED,2010,WPR,,COK,0,0,,,
CYCU,WHS3_43,PUBLISHED,2011,AFR,,ERI,91.00,91,,,
CYCU,WHS3_57,PUBLISHED,2011,SEAR,,THA,514.00,514,,,
CYCU,WHS3_46,PUBLISHED,2010,EMR,,JOR,0,0,,,
CYCU,WHS3_52,PUBLISHED,2011,WPR,,KHM,0,0,,,
CYCU,WHS3_49,PUBLISHED,2011,AFR,WB_LMI,SWZ,0,0,,,
CYCU,WHS3_46,PUBLISHED,2009,AFR,WB_UMI,NAM,7,,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,NLD,562,562,,,
CYCU,WHS3_51,PUBLISHED,2012,WPR,,KHM,3.00,3,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,MKD,8.00,8,,,
CYCU,WHS3_56,PUBLISHED,2009,EUR,WB_HI,AND,0,,,,
CYCU,WHS3_56,PUBLISHED,2009,EUR,WB_HI,ESP,0,,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,CPV,0,0,,,
CYCU,WHS3_53,PUBLISHED,2010,EMR,,BHR,46,46,,,
CYCU,WHS3_55,PUBLISHED,2009,WPR,WB_UMI,PLW,0,,,,
CYCU,WHS3_48,PUBLISHED,2009,EUR,,TUR,38,,,,
CYCU,WHS3_57,PUBLISHED,2010,EUR,,KGZ,2,2,,,
CYCU,WHS3_43,PUBLISHED,2011,AMR,,BRA,1774.00,1774,,,
CYCU,WHS3_45,PUBLISHED,2011,AMR,WB_UMI,ARG,340,340,,,
CYCU,WHS3_48,PUBLISHED,2011,AFR,,CIV,29976,,,,
CYCU,WHS3_46,PUBLISHED,2009,AMR,WB_UMI,GRD,0,,,,
CYCU,WHS3_62,PUBLISHED,2010,AFR,,ERI,51,51,,,
CYCU,WHS3_41,PUBLISHED,2009,AFR,WB_UMI,BWA,0,,,,
CYCU,WHS3_56,PUBLISHED,2010,SEAR,,LKA,1,1,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_LMI,TKM,143,,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,GBR,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2011,WPR,,MHL,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2010,AMR,,CRI,17,17,,,
CYCU,WHS3_43,PUBLISHED,2010,AFR,,BWA,0,0,,,
CYCU,WHS3_46,PUBLISHED,2010,AMR,,DOM,50,50,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_HI,AND,0,0,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_UMI,KNA,0,,,,
CYCU,WHS3_45,PUBLISHED,2010,AMR,WB_UMI,URY,11,11,,,
CYCU,WHS3_57,PUBLISHED,2011,AMR,,PER,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,SEAR,WB_LI,MMR,136737,136737,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,GRC,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2011,WPR,,AUS,4.00,4,,,
CYCU,WHS3_41,PUBLISHED,2011,AFR,,MUS,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2009,AFR,WB_LI,GMB,0,,,,
CYCU,WHS3_41,PUBLISHED,2010,AMR,,GTM,0,0,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_LMI,SLV,0,,,,
CYCU,WHS3_48,PUBLISHED,2009,AFR,,SEN,165933,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_HI,FIN,312,312,,,
CYCU,WHS3_49,PUBLISHED,2012,WPR,,NRU,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2011,AFR,,NAM,140.00,140,,,
CYCU,WHS3_41,PUBLISHED,2010,AMR,,ATG,0,0,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,GIN,11.00,11,,,
CYCU,WHS3_62,PUBLISHED,2009,AMR,WB_LMI,NIC,0,,,,
CYCU,WHS3_62,PUBLISHED,2009,AMR,WB_UMI,CRI,0,,,,
CYCU,WHS3_42,PUBLISHED,2010,EUR,,KAZ,0,0,,,
CYCU,WHS3_57,PUBLISHED,2010,AFR,,TZA,121,121,,,
CYCU,WHS3_50,PUBLISHED,2009,EUR,WB_HI,EST,0,,,,
CYCU,WHS3_50,PUBLISHED,2011,AFR,,GAB,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2009,AMR,,COL,79347,,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_UMI,ARG,1743,,,,
CYCU,WHS3_46,PUBLISHED,2009,EUR,WB_HI,NOR,1,,,,
CYCU,WHS3_45,PUBLISHED,2010,AFR,WB_LI,MOZ,1207,1207,,,
CYCU,WHS3_57,PUBLISHED,2009,SEAR,WB_LMI,IDN,2090,,,,
CYCU,WHS3_43,PUBLISHED,2010,EUR,,MKD,2,2,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,LTU,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2010,EMR,,ARE,396,396,,,
CYCU,WHS3_43,PUBLISHED,2009,AMR,WB_LMI,ECU,41,,,,
CYCU,WHS3_57,PUBLISHED,2010,AFR,,TCD,3,3,,,
CYCU,WHS3_56,PUBLISHED,2009,SEAR,WB_LMI,THA,1,,,,
CYCU,WHS3_56,PUBLISHED,2011,EUR,,CZE,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_UMI,SRB,2326,2326,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,AND,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2010,AMR,,GTM,0,0,,,
CYCU,WHS3_41,PUBLISHED,2011,WPR,,CHN,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,MDA,0,0,,,
CYCU,WHS3_50,PUBLISHED,2010,EMR,,KWT,0,0,,,
CYCU,WHS3_53,PUBLISHED,2010,WPR,,PLW,0,0,,,
CYCU,WHS3_50,PUBLISHED,2011,AMR,,PER,13.00,13,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_UMI,PAN,1,,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,GBR,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AMR,WB_UMI,JAM,130,130,,,
CYCU,WHS3_55,PUBLISHED,2009,AMR,WB_HI,TTO,0,,,,
CYCU,WHS3_48,PUBLISHED,2011,EUR,,UZB,0,,,,
CYCU,WHS3_56,PUBLISHED,2011,WPR,,SLB,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,LTU,2,2,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,COG,2,2,,,
CYCU,WHS3_45,PUBLISHED,2010,AFR,WB_LI,NER,447,447,,,
CYCU,WHS3_53,PUBLISHED,2011,EMR,,YEM,3306.00,3306,,,
CYCU,WHS3_56,PUBLISHED,2009,AFR,WB_LI,GIN,21,,,,
CYCU,WHS3_57,PUBLISHED,2010,AMR,,CRI,0,0,,,
CYCU,WHS3_57,PUBLISHED,2011,AFR,,MWI,267.00,267,,,
CYCU,WHS3_41,PUBLISHED,2009,EMR,WB_HI,SAU,0,,,,
CYCU,WHS3_55,PUBLISHED,2009,AMR,WB_UMI,GRD,0,,,,
CYCU,WHS3_50,PUBLISHED,2011,AFR,,NAM,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2011,AMR,,PER,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2010,EMR,,YEM,510,510,,,
CYCU,WHS3_57,PUBLISHED,2011,WPR,,KHM,1096.00,1096,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_UMI,ARG,0,,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,MRT,234.00,234,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,KGZ,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,AZE,0.00,0,,,
CYCU,WHS3_49,PUBLISHED,2010,EUR,WB_UMI,KAZ,1,,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_UMI,SRB,0,,,,
CYCU,WHS3_46,PUBLISHED,2009,WPR,WB_HI,AUS,3,,,,
CYCU,WHS3_56,PUBLISHED,2011,AFR,,UGA,207.00,207,,,
CYCU,WHS3_53,PUBLISHED,2009,EUR,WB_LI,KGZ,160,,,,
CYCU,WHS3_43,PUBLISHED,2009,EUR,WB_UMI,MKD,7,,,,
CYCU,WHS3_43,PUBLISHED,2009,EUR,WB_LI,UZB,35,,,,
CYCU,WHS3_56,PUBLISHED,2011,WPR,,WSM,0.00,0,,,
CYCU,WHS3_40,PUBLISHED,2009,AFR,WB_LI,BDI,355,,,,
CYCU,WHS3_62,PUBLISHED,2009,AFR,WB_HI,GNQ,78,,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_HI,USA,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_UMI,BLR,5003,5003,,,
CYCU,WHS3_55,PUBLISHED,2010,WPR,,MHL,0,0,,,
CYCU,WHS3_43,PUBLISHED,2011,AFR,,TZA,0.00,0,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,BGR,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2009,WPR,WB_UMI,MYS,5,,,,
CYCU,WHS3_40,PUBLISHED,2011,AFR,,CMR,22433.00,22433,,,
CYCU,WHS3_50,PUBLISHED,2011,WPR,,KOR,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2009,AMR,WB_LMI,PRY,12,,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EUR,WB_LMI,UKR,33857,33857,,,
CYCU,WHS3_53,PUBLISHED,2011,AFR,,MUS,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2010,AFR,,TZA,0,0,,,
CYCU,WHS3_48,PUBLISHED,2010,EUR,,AZE,50,,,,
CYCU,WHS3_49,PUBLISHED,2011,EMR,WB_LMI,SYR,0,0,,,
CYCU,WHS3_53,PUBLISHED,2010,WPR,,NIU,1,1,,,
CYCU,WHS3_43,PUBLISHED,2010,AFR,,COM,0,0,,,
CYCU,WHS3_47,PUBLISHED,2010,AFR,WB_LI,TCD,3147,,,,
CYCU,WHS3_56,PUBLISHED,2011,AMR,,VCT,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2009,AMR,,CRI,262,,,,
CYCU,WHS3_41,PUBLISHED,2011,AMR,,VEN,0.00,0,,,
CYCU,WHS3_46,PUBLISHED,2010,AMR,,PER,47,47,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,GMB,0,0,,,
CYCU,WHS3_45,PUBLISHED,2011,WPR,WB_LI,LAO,93,93,,,
CYCU,WHS3_50,PUBLISHED,2010,EUR,,SVN,0,0,,,
CYCU,WHS3_51,PUBLISHED,2011,EMR,,EGY,39,39,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_LMI,GTM,1,1,,,
CYCU,WHS3_43,PUBLISHED,2010,AMR,,VCT,0,0,,,
CYCU,WHS3_41,PUBLISHED,2010,WPR,,KOR,0,0,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,MWI,8.00,8,,,
CYCU,WHS3_41,PUBLISHED,2009,AFR,WB_LMI,COG,0,,,,
CYCU,WHS3_57,PUBLISHED,2009,EMR,WB_UMI,LBY,3,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EMR,WB_HI,BHR,326,326,,,
CYCU,WHS3_41,PUBLISHED,2011,AMR,,PER,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2010,AMR,,PRY,0,0,,,
CYCU,WHS3_55,PUBLISHED,2009,AMR,WB_LMI,NIC,0,,,,
CYCU,WHS3_56,PUBLISHED,2009,EUR,WB_UMI,BIH,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,EMR,WB_LI,YEM,8916,8916,,,
CYCU,WHS3_49,PUBLISHED,2012,WPR,,KOR,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2011,AFR,,LBR,1915762,,,,
CYCU,WHS3_42,PUBLISHED,2010,WPR,,AUS,0,0,,,
CYCU,WHS3_55,PUBLISHED,2009,WPR,WB_HI,BRN,0,,,,
CYCU,WHS3_42,PUBLISHED,2011,AFR,,SWZ,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,SEAR,WB_LI,BGD,150899,150899,,,
CYCU,WHS3_45,PUBLISHED,2009,SEAR,WB_LMI,TLS,160,160,,,
CYCU,WHS3_42,PUBLISHED,2009,EMR,WB_HI,OMN,0,,,,
CYCU,WHS3_42,PUBLISHED,2011,EUR,,SWE,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2010,WPR,,TON,0,0,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,UGA,98,98,,,
CYCU,WHS3_62,PUBLISHED,2011,AMR,,MEX,3.00,3,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,FIN,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2009,AMR,WB_UMI,CRI,0,,,,
CYCU,WHS3_57,PUBLISHED,2009,EUR,WB_HI,FIN,0,,,,
CYCU,WHS3_62,PUBLISHED,2011,WPR,,NIU,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EUR,WB_LMI,ARM,1560,1560,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,ESP,0.00,0,,,
CYCU,WHS3_55,PUBLISHED,2009,EMR,WB_HI,QAT,0,,,,
CYCU,WHS3_48,PUBLISHED,2009,AFR,,SLE,646808,,,,
CYCU,WHS3_56,PUBLISHED,2010,AMR,,GUY,0,0,,,
CYCU,WHS3_55,PUBLISHED,2010,EUR,,BEL,0,0,,,
CYCU,WHS3_47,PUBLISHED,2010,AFR,WB_LI,ETH,5,,,,
CYCU,WHS3_57,PUBLISHED,2010,AFR,,TGO,80,80,,,
CYCU,WHS3_42,PUBLISHED,2011,EMR,,JOR,0.00,0,,,
CYCU,WHS3_42,PUBLISHED,2009,AFR,WB_UMI,ZAF,0,,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_HI,CYP,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,WPR,WB_LMI,FSM,160,160,,,
CYCU,WHS3_46,PUBLISHED,2011,AMR,,VEN,26.00,26,,,
CYCU,WHS3_40,PUBLISHED,2011,AMR,,BHS,1.00,1,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,SEAR,WB_LMI,LKA,9314,9314,,,
CYCU,WHS3_57,PUBLISHED,2010,EMR,,MAR,5,5,,,
CYCU,WHS3_45,PUBLISHED,2010,WPR,,NRU,2,2,,,
CYCU,WHS3_57,PUBLISHED,2009,WPR,WB_LMI,CHN,69860,,,,
CYCU,WHS3_49,PUBLISHED,2011,AFR,WB_LI,MDG,0,0,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_UMI,LCA,0,0,,,
CYCU,WHS3_48,PUBLISHED,2009,EUR,,TJK,164,,,,
CYCU,WHS3_41,PUBLISHED,2010,EMR,,SAU,0,0,,,
CYCU,WHS3_55,PUBLISHED,2010,WPR,,BRN,0,0,,,
CYCU,WHS3_46,PUBLISHED,2009,EMR,WB_LI,AFG,19,,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,ESP,2516,2516,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AMR,WB_UMI,DOM,3964,3964,,,
CYCU,WHS3_48,PUBLISHED,2011,SEAR,,IND,1310367,,,,
CYCU,WHS3_57,PUBLISHED,2010,EMR,,KWT,26,26,,,
CYCU,WHS3_40,PUBLISHED,2011,EMR,,SOM,77636.00,77636,,,
CYCU,WHS3_43,PUBLISHED,2010,WPR,,MHL,0,0,,,
CYCU,WHS3_55,PUBLISHED,2011,AMR,,PRY,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2010,WPR,,VNM,81,81,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_UMI,CRI,0,0,,,
CYCU,WHS3_62,PUBLISHED,2009,WPR,WB_LMI,FSM,0,,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_LMI,BLZ,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,AFR,WB_LMI,CPV,356,356,,,
CYCU,WHS3_42,PUBLISHED,2009,AFR,WB_LI,LBR,0,,,,
CYCU,WHS3_56,PUBLISHED,2009,AFR,WB_LI,BFA,6,,,,
CYCU,WHS3_56,PUBLISHED,2011,AMR,,GRD,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AFR,WB_UMI,SYC,21,21,,,
CYCU,WHS3_41,PUBLISHED,2011,EMR,,QAT,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2011,AFR,,SWZ,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2009,AMR,WB_UMI,BRA,46,,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_LMI,GUY,0,,,,
CYCU,WHS3_56,PUBLISHED,2011,SEAR,,LKA,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2011,WPR,,CHN,454385.00,454385,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_UMI,KAZ,0,,,,
CYCU,WHS3_62,PUBLISHED,2009,AFR,WB_LMI,CIV,183,,,,
CYCU,WHS3_50,PUBLISHED,2010,AFR,,DZA,0,0,,,
CYCU,WHS3_43,PUBLISHED,2009,WPR,WB_HI,JPN,5208,,,,
CYCU,WHS3_55,PUBLISHED,2010,AMR,,NIC,0,0,,,
CYCU,WHS3_41,PUBLISHED,2010,WPR,,NZL,0,0,,,
CYCU,WHS3_43,PUBLISHED,2009,EUR,WB_HI,SVN,442,,,,
CYCU,WHS3_46,PUBLISHED,2011,AFR,,MUS,1.00,1,,,
CYCU,WHS3_41,PUBLISHED,2010,AMR,,ECU,0,0,,,
CYCU,WHS3_45,PUBLISHED,2010,AMR,WB_LMI,BOL,124,124,,,
CYCU,WHS3_49,PUBLISHED,2011,EMR,WB_HI,OMN,0,0,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_UMI,PAN,1,1,,,
CYCU,WHS3_56,PUBLISHED,2010,EUR,,ARM,0,0,,,
CYCU,WHS3_46,PUBLISHED,2009,EUR,WB_HI,SWE,3,,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_HI,BEL,0,,,,
CYCU,WHS3_46,PUBLISHED,2011,WPR,,WSM,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2010,AMR,,CUB,0,0,,,
CYCU,WHS3_40,PUBLISHED,2011,AFR,,CIV,1261.00,1261,,,
CYCU,WHS3_55,PUBLISHED,2011,AMR,,COL,0.00,0,,,
CYCU,WHS3_41,PUBLISHED,2010,AMR,,SUR,0,0,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,ZWE,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2011,AFR,,COG,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2011,AFR,WB_LI,LBR,662,662,,,
CYCU,WHS3_50,PUBLISHED,2009,EMR,WB_UMI,LBY,0,,,,
CYCU,WHS3_46,PUBLISHED,2010,AFR,,KEN,7,7,,,
CYCU,WHS3_50,PUBLISHED,2011,WPR,,TON,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2009,EUR,WB_HI,ISL,0,,,,
CYCU,WHS3_42,PUBLISHED,2010,WPR,,FSM,0,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,WPR,WB_LMI,MHL,139,139,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AMR,WB_UMI,JAM,105,105,,,
CYCU,WHS3_55,PUBLISHED,2010,AMR,,PER,0,0,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,BDI,2,2,,,
CYCU,WHS3_55,PUBLISHED,2009,EUR,WB_HI,MLT,0,,,,
CYCU,WHS3_41,PUBLISHED,2009,EUR,WB_UMI,POL,0,,,,
CYCU,WHS3_41,PUBLISHED,2010,EUR,,POL,0,0,,,
CYCU,WHS3_46,PUBLISHED,2011,EMR,,QAT,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2009,AFR,WB_LMI,CIV,884,884,,,
CYCU,WHS3_62,PUBLISHED,2011,AFR,,MUS,2.00,2,,,
CYCU,WHS3_46,PUBLISHED,2011,EUR,,LUX,0.00,0,,,
CYCU,WHS3_43,PUBLISHED,2010,EMR,,PAK,109,109,,,
CYCU,WHS3_46,PUBLISHED,2010,AMR,,VEN,13,13,,,
CYCU,WHS3_46,PUBLISHED,2010,AMR,,BLZ,0,0,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,BEL,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2010,AFR,,RWA,36,36,,,
CYCU,WHS3_46,PUBLISHED,2010,EUR,,BGR,2,2,,,
CYCU,WHS3_50,PUBLISHED,2009,AFR,WB_LMI,LSO,0,,,,
CYCU,WHS3_49,PUBLISHED,2012,AMR,,BLZ,0.00,0,,,
CYCU,WHS3_48,PUBLISHED,2010,AFR,,NER,620058,,,,
CYCU,WHS3_62,PUBLISHED,2009,AMR,WB_UMI,COL,0,,,,
CYCU,WHS3_50,PUBLISHED,2009,EUR,WB_HI,ISR,0,,,,
CYCU,WHS3_53,PUBLISHED,2011,EUR,,ISR,301.00,301,,,
CYCU,WHS3_50,PUBLISHED,2010,AFR,,MUS,0,0,,,
CYCU,WHS3_43,PUBLISHED,2011,EUR,,NOR,3695.00,3695,,,
CYCU,WHS3_41,PUBLISHED,2010,WPR,,MYS,3,3,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_LI,TJK,0,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,EUR,WB_UMI,ROU,20868,20868,,,
CYCU,WHS3_48,PUBLISHED,2010,EMR,,DJI,1019,,,,
CYCU,WHS3_42,PUBLISHED,2010,EMR,,JOR,0,0,,,
CYCU,WHS3_46,PUBLISHED,2009,AFR,WB_LI,COD,1368,,,,
CYCU,WHS3_41,PUBLISHED,2011,AFR,,NGA,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2009,AFR,WB_LI,TCD,484,484,,,
CYCU,WHS3_62,PUBLISHED,2011,WPR,,CHN,9943.00,9943,,,
CYCU,WHS3_40,PUBLISHED,2011,AFR,,AGO,1810.00,1810,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_HI,BRB,0,,,,
CYCU,WHS3_53,PUBLISHED,2011,AMR,,GTM,0.00,0,,,
CYCU,WHS3_45,PUBLISHED,2010,AMR,WB_LMI,SLV,1,1,,,
CYCU,WHS3_41,PUBLISHED,2009,EUR,WB_HI,SMR,0,,,,
CYCU,WHS3_43,PUBLISHED,2009,AFR,WB_LI,MDG,255,,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,AMR,WB_UMI,VCT,17,17,,,
CYCU,WHS3_49,PUBLISHED,2012,WPR,,SLB,0.00,0,,,
CYCU,WHS3_50,PUBLISHED,2010,AFR,,TGO,0,0,,,
CYCU,WHS3_46,PUBLISHED,2011,EUR,,RUS,8.00,8,,,
CYCU,WHS3_41,PUBLISHED,2011,EUR,,LVA,6.00,6,,,
CYCU,WHS3_50,PUBLISHED,2010,EUR,,MLT,0,0,,,
CYCU,WHS3_49,PUBLISHED,2012,WPR,,KIR,0.00,0,,,
CYCU,WHS3_53,PUBLISHED,2009,AFR,WB_LMI,CPV,3,,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_UMI,VEN,1,,,,
CYCU,WHS3_43,PUBLISHED,2010,AFR,,LSO,0,0,,,
CYCU,WHS3_55,PUBLISHED,2010,AFR,,SWZ,0,0,,,
CYCU,WHS3_49,PUBLISHED,2012,EUR,,BLR,0.00,0,,,
CYCU,TB_tot_newrel,PUBLISHED,2011,EUR,WB_LMI,ARM,1261,1261,,,
CYCU,WHS3_43,PUBLISHED,2011,WPR,,NZL,1992.00,1992,,,
CYCU,WHS3_56,PUBLISHED,2011,AMR,,TTO,0.00,0,,,
CYCU,WHS3_56,PUBLISHED,2010,AFR,,STP,0,0,,,
CYCU,WHS3_48,PUBLISHED,2011,SEAR,,IDN,256592,,,,
CYCU,WHS3_42,PUBLISHED,2011,SEAR,,BTN,3.00,3,,,
CYCU,WHS3_51,PUBLISHED,2012,SEAR,,BGD,3.00,3,,,
CYCU,WHS3_49,PUBLISHED,2011,EUR,WB_HI,ITA,0,0,,,
CYCU,WHS3_52,PUBLISHED,2011,WPR,,TON,0,0,,,
CYCU,WHS3_45,PUBLISHED,2009,WPR,,COK,0,0,,,
CYCU,WHS3_45,PUBLISHED,2011,WPR,WB_HI,NZL,1,1,,,
CYCU,WHS3_45,PUBLISHED,2009,AMR,WB_UMI,ARG,333,333,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AMR,WB_UMI,PER,31844,31844,,,
CYCU,WHS3_53,PUBLISHED,2010,EUR,,SVK,2,2,,,
CYCU,WHS3_49,PUBLISHED,2011,WPR,WB_LMI,MHL,0,0,,,
CYCU,WHS3_43,PUBLISHED,2010,AMR,,ARG,804,804,,,
CYCU,WHS3_41,PUBLISHED,2010,SEAR,,BGD,27,27,,,
CYCU,WHS3_48,PUBLISHED,2011,AMR,,BLZ,79,,,,
CYCU,WHS3_49,PUBLISHED,2011,AMR,WB_HI,USA,0,0,,,
CYCU,WHS3_41,PUBLISHED,2010,WPR,,VUT,0,0,,,
CYCU,WHS3_46,PUBLISHED,2010,AMR,,CHL,9,9,,,
CYCU,WHS3_47,PUBLISHED,2010,AFR,WB_LI,TGO,415,,,,
CYCU,WHS3_55,PUBLISHED,2011,EUR,,SVK,0.00,0,,,
CYCU,WHS3_57,PUBLISHED,2010,WPR,,KHM,85,85,,,
CYCU,WHS3_43,PUBLISHED,2009,AFR,WB_LI,GMB,0,,,,
CYCU,WHS3_50,PUBLISHED,2011,EUR,,ESP,0.00,0,,,
CYCU,WHS3_62,PUBLISHED,2011,EUR,,BGR,157.00,157,,,
CYCU,TB_tot_newrel,PUBLISHED,2010,WPR,WB_LMI,WSM,14,14,,,
CYCU,WHS3_56,PUBLISHED,2009,AMR,WB_HI,BHS,0,,,,
CYCU,WHS3_56,PUBLISHED,2011,SEAR,,BGD,98.00,98,,,
CYCU,WHS3_57,PUBLISHED,2010,AFR,,ZMB,13,13,,,
CYCU,WHS3_43,PUBLISHED,2011,AFR,,NER,983.00,983,,,
CYCU,WHS3_41,PUBLISHED,2010,WPR,,LAO,34,34,,,
CYCU,WHS3_43,PUBLISHED,2009,EUR,WB_UMI,LVA,9,,,,
CYCU,TB_tot_newrel,PUBLISHED,2009,AFR,WB_LMI,COG,9765,9765,,,
CYCU,WHS3_46,PUBLISHED,2009,EUR,WB_HI,CZE,0,,,,
CYCU,WHS3_46,PUBLISHED,2009,WPR,WB_HI,JPN,113,,,,
CYCU,WHS3_42,PUBLISHED,2009,WPR,,NRU,0,,,,
CYCU,WHS3_41,PUBLISHED,2009,AMR,WB_UMI,CHL,0,,,,
CYCU,WHS3_62,PUBLISHED,2009,WPR,WB_UMI,PLW,0,,,,
CYCU,WHS3_57,PUBLISHED,2009,EMR,WB_HI,SAU,12,,,,
CYCU,WHS3_40,PUBLISHED,2009,AFR,WB_LMI,AGO,2019,,,,
CYCU,WHS3_41,PUBLISHED,2009,SEAR,WB_LMI,LKA,0,,,,
CYCU,WHS3_57,PUBLISHED,2011,EUR,,NOR,2.00,2,,,
CYCU,WHS3_62,PUBLISHED,2010,EUR,,GRC,149,149,,,
CYCU,WHS3_62,PUBLISHED,2010,WPR,,PLW,0,0,,,
CYCU,WHS3_62,PUBLISHED,2009,EUR,WB_HI,GBR,1212,,,,
